text,sentimen
ni gaca beli kendara bukan cuma mau jalan kota mal kantor kota beli kendara buat touring pulang kampung jalan jalan tempat jauh atus ratus kilo meter tambah konyol stasiun isi batreinya cuma spbu tentu tambah harga batreinya mahal bodoh sih bijak bodoh perintah kayak bukan buat sejahtera masyarakat buat gengsi gengsi   perintah lihat hasil mata dunia terap energi ramah lingkung tu bijak bodoh terap hahaha lebih baik baikin dulu tu infrastruktur jalan hubung barang publik ni perlu jalan bagus lancar hambat murah bukan gimmick jual gacca harga langit servis batas,negatif
kendara smp subsisdi an juta cm akal an luh t si tempramental kras kpala moeld  kok  si begal parte cs kroni grombolan malingsialanya ni  orang     benar  licik sok jual nama rakyat kbaikan rakyat pdhl fix fakta mrk regulator skaligus main produsen kendara si luhut punya pabrik motor bgtu muldoko si begal parte demokrat jd pmimpin asosiasi kndaraan   mana fair etis skkelas pjabat mnaruh pribadi bisnis dlm atur negara mngkn   tau mau lengser jd cari celah jd uang pensiun kelak,negatif
ngising anggota dewan sekarang bnyk usaha bnyk   masuk usaha ev harga goreng terus subsidi buat siapa orang kaya msyarakt bawah boro mikirin kendara,negatif
mahal cuk subsidi siapa jelas orang kayak   mungkin pertama orang tengah atas sedikit,negatif
jk makin murah n canggih baterai motor oasti makin laku subsidi bbm rang hapus pertalite solar b b,negatif
mahal semua produk impor heran negara besar   semua produk bida buat negeri pdhl pasar indonesia sangat besar sekali,positif
  cepat korupsi lambat tangan,negatif
sebenernya sama   soal lingkung   baterai rusak lingkung buat baterai buang sampah baterai blm   bahas masalah sampah baterai harga sama   bahkan lebih mahal   rusak baterai harga sama kyk beli baru jarak tempuh   pendek waktu charge   buat enggan alih   pake bensin tinggal isi langsung jalan,negatif
bukan   laku harga mahal stasiun charging sedia seluruh indonesia   sebab,positif
suruh temen luhut sama moeldoko     beli     minat     punya duit,positif
buat indo battery   murah,negatif
makanya subsidi m kaya pns donk,netral
wahai jabat beri contoh rakyat melek pakai sepeda ontel,negatif
rasa mueldoko bukan cari solusi mubil cari solusi kudeta partai,negatif
benah dulu fasilitas sedia isi charge baterai tempat umum beberapa wilayah indonesia masuk batam sering blackout ketidakmampuan supply tegang terlalu besar kata pihak pt pln,negatif
pseudosubsidi alias wong subsidi kok harga tambah mahal udang balik subsidi,positif
baru laku gratis pakai tol depanjang tol buat isi mungkin sedikit minat cuma dua sama sama bisnis tol gratis rugi bisnis tol,positif
kembang iring jalan waktu,positif
kendara kota malah moncer   plosok kalimantan papua daerah luar banyak mengunakan ev susah bbm harga bbm langit,negatif
awal   paling sayang harga punya gagah atas jt arti cuma orang   kaya   beli ful ev seater harga jt padat jalan indonesia,positif
  masalah perintah tengok bawah kondisi ekonomi rakyat,negatif
negara bnyak datar tinggi gunung kalang tengah tak mampu milik rekreasi pakai konvensional lebih tenaga,positif
jabat nyambi kartel ngebet promosi subsidi cuma buat tebal kantong mending alih misal buat pupuk bbm nelayan,negatif
umum main fungsionality   harga komparatif sama teknologi iya solusi harga inovatif,positif
    fast charging menit ful bru,netral
bahan bakar gas mungkin perlu timbang,negatif
stasiun charging   sedikit gimana mau beli motor orang kaya   motor lebih   masalah beli motor,negatif
turun tangan usaha,negatif
batrenya kko   keluar api   padam   usah muluk muluk moeldoko,negatif
  bahan bakar e fuel hidrogen rubah banyak konvensional toyota   contoh tinggal tunggu produksi massal ato ubah dikit konvensional  ,negatif
orang gunung bingung pakek,netral
chaging station banyak perintah turun pajak,negatif
perintah bodoh buat subsidi karna punya bisnis punya otak subsidi kendara umum bas,positif
jalan indo banyak rusak hancur lebur jumpa tanjak lumpur onderdil bengkel susah tiap daerah satu individu paling cepat chargingnya jam tes dulu angkut umum popri taxi kota,negatif
moldoko buat apa coba jendral klu kendara laku bikin infrastruktur colok bego tempat ngecas   gimana mau pakenya bnyakin dulu spot colok kendara,negatif
asal ganti baterai garansi tanggung sih gp,negatif
evaluasi infrastruktur spklu sedia durasi charging bengkel khusus kendara banyak gitu   pake ngundang moeldoko buat evaluasi ,positif
boro boro mikir bli ev bli sembako   udh susah bro,negatif
wuling ev harus cuma usd china jual harga segitu masuk sini juta anjaay,negatif
nyata subsidi orang kaya lebih banyak orang miskin,negatif
banyak mekanik   blm paham baik minim tempat charger jarak tempuh batas kalaund desa   charger   paling penting harga relatif tinggi jd masyarakat mikir mikir,negatif
okay versi awal yah   tau depan      orang  indo kn   sabar isi bensin ful tank jalan   ngecas lama nunggu haduh blm   lewat lintas kebun sana sini   tahu takar  orang  indo   pakai dalam kota   pakai mudik     kalah penting onderdil kw   bekas baterai limbah   olah bensin keluar polusi udara,negatif
perintah aneh ngasih atur kayak   riset dulu syarat dapet subsidi motor salah satu warga miskin kapasitas rumah lha wong motor daya charging lebih   wat kok   subsidi  orang    punya daya rumah wat aneh kmrn ngajuin lewat aplikasi pln   ac gara rumah wat padahal motor   mau beli daya charge wat lebih parah aneh,negatif
harus ev lebih murah mesin komponen lebih sederhana   banyak part model   rasional minim ban   kecil,negatif
moeldoko adaalah milik usaha motor motor gesit wajar koar masyarakat pindah kendara pernah kritik perintah cepat kesah undang undang subsidi kendara produk beli perintah,negatif
    hp batrenya awet   soak baru   ubah semua kendara bensin rumah kendara,negatif
gaji   jt gimana mau beli,positif
harga jtan laku,positif
diskon dong,positif
bekas laris manis jir coba cek diler daerah cirendeu rame jual beli,negatif
indo rata ngecharge desa pakai tegang wat stabil mustahil   butuh jam buat penuh pasti pas baterai   umur ngechargnya molor sampe tambah jam harga jauh atas bensin fasilitas sama bahkan lebih rendah   powerbank hp guna mobile   butuh power bank china   mulai mau kembang lajur khusus isi jalan pakai wireles charging system sering  lihat  baterai bakar susah padam bahkan damkar eropa rendem bakar bak air padam,negatif
info konspirasi minyak bumi batas bumi hanya bohong belaka minyak bumi ada tak batas,negatif
moeldoko sama si luhut punya saham besar mati an ngebela jual jabat cuma penting diri pribadi,netral
kasi sales padahal bebas pajak tahun gimana mau beli mau beli beras mulai susah bodoh bodoh hidup aseng,negatif
habis ngisinya lama   bbm ngisi ful tank   nyampe menit siap jangan dipaksain,negatif
konversi motor usia tahun,netral
harga sama bensin bentuk jelek sama kaya motor jelek bentuk bentuk bagus harga mahal,positif
 ingat  venomena tambang bitcoin cina banyak   mining bitcoin akhir lonjak naik trs naik apa dampak berita bumi makin panas tambah energi panas   terima bumi prilaku mining masal trs mau pindah kendara bayangin banyak orang pake bayangin   lebih buruk jadi venomena mining cina apa   makin hancur lapis ozon bumi lama lama hancur sifat serakah manusia usaha   untung pakai buntung   collab   lama   hibrid kenap       tingkat oiah lupa   bikin modal kecil jual puluh lipat bukan bas puluh loh cuaks,negatif
mau obral banding konvensional mahal ev,positif
apa apa order online rakyat cuma butuh rumah murah kuota internet murah smartphone murah,negatif
  daerah   sih mau chas kadang   cas rumah   banyak   kuat daya,positif
mending beli kuda gratis bbm rumput minim awat       tua tinggal sembelih daging makan bermafaat,positif
perintah usaha koplaknya beri subsidi untung sendiri sangat miris,negatif
subsidi ngaco masuk kantong usaha ini negeri koruptor negeri surga cukong,negatif
banyak   jual fb marketplace olx aplikasi bisnis jualbeli otomotif harga turun sedikit mungkin cocok   masyarat guna alas kendala rakyat kismin boro boro punya motor lebihbaik naik angkot bis grab gojek keretalistrik rakyat tengah   nama lika liku punya gunakn beli kredit maupun cash paksa jual ketidakcocokan rakyat tengah atas sorry bukan sombong biasa dulu udh lebihsuka mewah mercedesbenz bmw maupun sport mewah lamborghini ferrari biasa koleksi garasi maklum hobi otomotif banyak kurang minat mending beli bahanbakar lama pake tahun tahun bahkan   jual,negatif
coment hebat boong frank sma cnbc,negatif
penting bapak bapak cuan besar   feeling   bakal jalan dech motor jangan industri manufaktur otomotif indonesia gulung tikar semua obsesi buruk perintah sukses electric vehicle bapak bapak jabat perintah tahu berapa banyak  orang  kantung hidup sektor manufaktur otomotif bbm parts alami naik signifikan ambisi perintah sukses program sebut hati hati bakal banyak anggur baru,negatif
kendara lebih cocok angkut umum disupport perintah bukan suruh warga beli sendiri,negatif
perintah cmn cari cuan energi bersih solar panel,netral
bikin bijak  kok  cuma nguntungin orang kaya sama tiongkok beli orang kaya punya industri tiongkok pejabatanya bisnis asudah,positif
gimana mau laku mesin wuling coba merek honda daihatsu suzuki mungkin laku buat jepang kualitas ragu,positif
bijak ngaco bela tambah oon kuadrat ekonomi   pulih rakyat susah makan kerja nambah bijak aneh aneh siap siap hadap perang lebih luas   kesiap baik ekonomi sosial militer,positif
  usah kasih insentif   rakyat kaya y beli insentif tu biaya didik guru tu urusin gaji   layak guru suruh maksimal anggar cuma buat bancak,positif
tetap semangat mudah balik telapak tangan,positif
miyak lama habis imbang,negatif
bukan laku   harga tinggi ekonomi global blm baik,positif
teknologi matang betul segi daya tempuh durasi isi daya kembang lebih baik depan   lebih bijak kembang bahan bakar   lebih ramah lingkung lebih mudah adopsi mesin   sekarang parah dg macet  kendara ebih baik transportasi umum  kalaupun mau kebut lebih pas motor roda,positif
ni partai subsidi ev justru multiplier effect kalian lupa jaman kalian kuasa dulu nama lcgc ngapain   subsidi lcgc jangkau rakyat miskin justru sama sama subsidi ba dukung industri baterai negeri,positif
mau kalu mura,positif
  quality   ragu trlebih harga   mahal,positif
  laku duit     punya buat beli,positif
hahaha sukurin   laku mampus   lagi ribet sih tenaga bbm   ribet antri spbu tenaga makin jam kurang efisien,negatif
parah perintah ngurusi rakyat lantar,negatif
butuh masyarakat kendara umum pada,negatif
  anda pakai kendara trus gimana   masyarakat kecil     mampauh   tinggal dalam   punya apa jamin  ,negatif
tenaga kuat tanjak biasa batrainya tahan lama boros konvensional bbm irit harga jt bawah buat masyarakat   duit passan tempat isi mana spbu,negatif
  timbang masyarakat alih ev daya angkut ev sedia stasiun charging durasi charging harga charging jarak jelajah tiap charging sedia onderdil sedia opsi kw onderdil harga onderdil sedia bengkel montir harga beli masuk kadar pajak kubur faktor timbang tsb,positif
perintah lembaga perintah suruh pakai dulu masyarakat ikut jangan suruh pakai   mau pakai,negatif
harga bawah dong,positif
 muldoko kaya bau garap bisnis ni orang ,negatif
subsidi tai subsidi lari usaha subsidi ngapa   benah ekonomi sumberdaya manusia dasar tolol   bikin bijak,negatif
keran export nikel buka berita ekonomi indonesia cnbc ubah positif,negatif
kendara hemat ekonomi indonesia orang beli kendara dasar kuat tahan daya angkut harga jual banyak khawatir kendara lima tahun baterai bakal soak harga baterai muahal mungkin hampir sama beli baru masyarakat biasa beli baru bakal jual barang lama kendara mesin bakar bakal   ganti mungkin cari bentuk bahan bakar baru kendara mesin bakar lebih masuk akal menggati semua kendara mesin bakar kendara misal temu cara mengestrak hidrogen air bahan bakar cara efisien murah,negatif
hehehehe sekarang   main siapa   sih berani   admin ungkap siapa main terus clean terus   subsidi masyarakat   mana   lebih untung,positif
minus pakai jarak jauh maksimal pakai rute kota isi penuh jam isi spbbl kurang banyak,negatif
moeldoko turun tangan karna ketar tir pendapatannyaturun diadapuk dedengkot organisasi usaha kendara,negatif
perintah bego apa semua negara jual elektrik vehicle   sukses semua faktor subsidi langsung bukan cuma potong pajak,negatif
ev teknologi sangat mahal praktis isi daya efek rusa lingkung akibat tambang bahan baku baterai justru lebih masuk akal optimal emisi gas karbon atmosfer produksi bensin sintestis guna bahan bakar motor sistem kendara lebih praktis pakai hidrogen banding teknologi baterai,negatif
susah nyari duit bos masalah,negatif
butuh masyarakat indonesia lapang kerja,netral
bagus mulai jabat pegawai kantor indonesia bawa buat contoh rakyat coba mau   jabat jabat minta fortuner rubicon,negatif
punya duit pas pas walaupun beli mikir x beli golong baru indonesia lihat unggul lemah beli,positif
gimana mo laku harga   ngotak,positif
btre biasa     mau beli tnggu mogok btre mbil droop lngsung buang sm,negatif
bawah jt banyak beli sekarang harga range jt jt lalu orang indonesia pikir harga jual merek kendara turun turun keluarga pakai model umum mata masyarakat indonesia model lcgc indonesia mungkin perintah wajib pertamina milik tempat charger jangan cuma jakarta seluruh kota indonesia,negatif
harus kendara untuk angkut umum operasi kota subsidi usaha angkut mau ada kendara angkut umum masyarakat kecil ikut nikmat guna angkut umum tenaga mensupport mobilitas masyarakat kecil,positif
lemah besar bawa mudik desa khusus gunung,negatif
  mutu produk   masuk indonesia lama masuk fasilitas charging lama,negatif
ingin rakyat indonesia kendara bahan bakar air harga jangkau,negatif
infrastruktur siap   main launching,positif
murah nama,positif
nama proses butuh tahap,negatif
  pertama faktor harga awat t isi ulang terminal isi trus t servis awat kendara   minim,netral
lebih baik banyak bangun transportasi umum,positif
lebih baik kembang teknologi hybrid,positif
kelarangen regane bro,netral
imut mahal komponen mahal tahan banjir,netral
nyuruh orang beli isi   jarang mending benah dulu deh tempat isi ngegas   dipikirin,negatif
harga murah laku,positif
 orang    mau proyek muldoko,positif
bagus banget sih asal batre jarak jauh awet terus isi mana mana kayak pom bensin penting cepat tetap bagus jadi jadi pertama pikir dulu,negatif
  tanya besar truk trailer tronton dl masuk truk tambang   gede rumah ev,positif
alas paling banyak harga susah sering jalan jauh,negatif
coba tengok jual lcgc   koe mau jual cuma pake batre   hrga lewat mahal padahal jeroan cuma batre lho  kok  sampe harga langit minimal jt mending beli carry buat usaha,negatif
siap asn wajib ,negatif
terlalu mahal   mau orang pindah bbm harga sama donk lebih mahal harap lebih irit efek lambat,positif
tapa murah dng ekonomi skr bkn   mau tk kuat beli   beli   mampu tengah atas,netral
  beli la diomongin orang   rusak batrenya mahal,negatif
cape ganti batere jemur   ngecas,negatif
gampang tinggal hapus subsidi bbm jual bakal langsung naik,positif
gila   ndro  orang  pilih xpander la drpd wuling odong makan tu batere,negatif
syarat ribet beli kendara subsidi,negatif
batrainya   langit harga,positif
inti bensin turun rerus rusia discon timur tengah discon bensin laris donk tiap pom bensi diller mal hotel alfa mart indomaret baru laku rumah paket paket   daya turun terus,positif
jadi daya tarik masyarakat baik pabrikan milik spesifikasi range tempuh lebih jauh fast charging hadir pilih transmisi manual kopling pedal dapat,positif
harga mahal walaupun subsidi isi daya sangat lama konsunen mau tunggu buang waktu sangat efektif resiko bahaya bakar batere litium sangat ancam diri sendiri keluarga tetangga kendara bom waktu akal an rezim abal udang balik rempeyek dlm raup untung dlm jual   alas decarbonisasi,negatif
subsidi anatara motor harus sama perintah adil kaya subsidi lebih besar adil,positif
apa   kata anis bnrnya,negatif
si begal partai,negatif
  rakyat mau sah hukum mati bwt mafia iblis koruptor indonesia,negatif
lagi siapa   mau modelnnya jelek jelek,negatif
ngecasnya mahal rumah naik minimal,positif
kendara pindah polusi udara kota bangkit batubara makin banyak kendara makin banyak batubara bakar lama bangkit indonesia pake batubara jangan harap ekosistem kendara jaya mau ful green energy sanggup bayar ribu rupiah per kwh ,negatif
ev nd car hari long run lama charging station minim kota besar skip plus replacement baterai hampir tengah harga kasus cel baterai mati dadak start engine insentive potong ppn proses super ribet super lama potong depan bayar ful ppn dapet cashback ppn waktu kapan kapan cair harga overpriced besar   suruh pilih mending hybrid engine sama kuat kuat belah contoh baterai half body,negatif
usaha   pinter ajar minyak goreng sekarang bayar cchuuaks,negatif
kek mas harga sih   serih sih  lihat  wuling padahal tempat desa,positif
harga   sm   bbm splu   byk,positif
sama   bohong kurang ppn pajak barang mewah tetap  ,negatif
stop jual stop jual motor dorong kendara umum banyak baru pikir akal sehat,positif
cashnya lama jam apa lgi subsidi   jelas,negatif
subsidi harga mahal tempat charger charger rumah voltase   kuat,positif
dagel jabat konoha,netral
model kurang tarik,positif
harga muahal apa secondnya masyarakat lirik bensin tempat isi batas forma tinggi tahan batre jarak jelajah jauh jadi prioritas,negatif
masalah ekosistem bentuk   mau laku investasi gede daerah desa bikin swap battery spbu minimal fast charging spbu awal bentuk kelompok masyarakat pakai ev terus kembang j   cuma ngemeng mana laku investor kabur,negatif
  pindah haluan   pake duit gp la semua biaya padahal mampu ekonomi jd kwndala bnyak kutat mas ekonomi blm   bla bla bla,negatif
coba cnbc cek jual no dunia tahun apa,negatif
orang beli punya hak pilih jangan buat atur arah paksa,negatif
chargernya susah,negatif
th depan info batrey secondnan gan,negatif
ingin rakyat perata transportasi publik,positif
masyarakat mana tanya,netral
tenaga solar motor tenaga bensin   kuat tanjak     mau beli,positif
bagi kalang percaya tangguh diesel banding,positif
transportation public   nyaman cepat   mau,positif
rakyat indonesia blm siap perintah sedia murah   rakyat indonesia  jangan  so canggih rakyat miskin kalian korupsi,negatif
bukan   laku harga jangkau fasilitas dukung baru sedia kota besar bahkan seperti cuma jabodetabek   mumpuni fasilitas kendara   model kecil wuling air ev harus se harga lcgc negara asal harga cuma juta dekat sampe sini malah hampir juta ,negatif
tara lcgc   yakin laris infrastruktur nihil,positif
bahan   batu bara darimana ramah lingkung kocak kocak,negatif
  usah banyak teori analysis mikir untung terus   peka   mikir masyarakat hidup   susah,negatif
sih mending utama fasilitas umum dulu jalan lancar lalu distribusi masyarakat contoh jerman,positif
angkut umum luas infrastruktur indonesia lebih hemat irit,positif
sabar gan canggih baru banyak paham masuk mulai mula benar benar paham sistem digital,negatif
panel surya murahin dulu mahal banget sekarang,positif
buagus banget harga mahal   harga murah  benar  kayak main tetap mau cuma belakang saja nunggu tempat ngecas banyak dulu nabung buat beli   bagus,positif
ooh pantesan bbm dinaikkn,negatif
hybrid   paling  benar ,negatif
  mau rame kasih cicil th bunga,positif
stop   bbm masyarakat beli sepeda resiko ekonomi kayak jalan sepeda,negatif
harga setinggi langgit model kecil  banget  coba kayak wuling ev jual jt an apa   laku,netral
gimana laku   harga murah   hampir sentuh juta,positif
  mau bahan uji coba tunggu   dulu  tahun  an mungkin baterai   ukur powerbank lebih murah ingat kendara china uji coba pasar indonesia harga harga produk jepang hasil bangke semua beberapa puluh tahun akhir keluar produk   bagus sabar   tunggu produk   solid dulu baru coba beli jepang ngeluarin ev,positif
harga mahal fasilitas charging umum banyak pantas konsumen pikir pikir,negatif
stasiun ngisi cuma berapa china uda desa,negatif
  ingin masyarakat harga jangkau jt bawa merk toyota daihatsu suzuki banyak spbbl kualitas baterai bagus,netral
kelas kambing jual juta mending beli mercedes benz,negatif
pertama   laku jabat pake,negatif
  buat apa alih tanggung perintah,negatif
lom waktu ekonomi lom stabil,positif
buat masa sekarang isi bbm tak minit selesai listik jam selesai bateri tahun perlu ganti bateri berapa kos moral of story listik bukan golong bawah golong kaya raya,negatif
kota bandung makin banyak unit wuling air ev,negatif
 jangan  gara harga bbm naik   lucu alih mending perlu pikir jga,negatif
mahal   rakyat pikir mahal,positif
hayo pasar sepeda ontel becak lebih sehat jasmani,positif
harga   sumatra selatan wuling ev an jt ampir banding terios rush dl spklu sumatra selatan sedia sparepart baterai biaya baik baterai rancu perihal jual harga jatuh terlalu jauh,negatif
gimana sih perintah satu sisi warga mobilisasi naik transportasi umum urai macet lebih baik kendara kendara umum masyarakat mana naik transportasi umum lagi tagih naik biaya bulan bengkak,netral
soal   buat trek,negatif
ken ancur,positif
produksi begitu mending genjot b b jelas bantu rakyat kecil   tani sawit harga sawit makin anjlok sampe sekarang,negatif
negara maju malaysia   nga laku negara konoha byr   banyak   nunggak ,netral
sbnrnya sya brminat karna muldongo   bicara sya   minat,positif
masalah lobang ozon makin buka   ada bahan bakar fosil depan mau mau kendara bahan bakar fosil hilang,negatif
murah negara masyarakat tahu kualitas kendara negara bagaimana produsen   percaya masyarakat jepang korea harga mahal jangkau,positif
charging station ev bnyak sharusnya   produksi kndraan dg sumber energi hawa busuk mulut koruptor stok koruptor wakanda bnyak sedia limpah pusat smpai pelosok daerah pmilik kndaraan   mau cari congor koruptor makin gampang   sbagian iklan pakai baju oren ketawa ketiwi,positif
subsidi didik gratis kuliah  jangan  cuma  tahun  naik rank didik dunia masa rank bola   perhati,negatif
  langsung potong   pikir t ngecasnya kurang takut mogok jalan,negatif
rakyat mau honda sama yamaha keluarin motor,positif
kendara   fleksible lama nunggu ngecas banding isi bbm hitung menit,negatif
hrg msh blm trjangkau,netral
ujung ujung tarif naik,negatif
mahal boz   beli udh banyak   wuling paling murah jt     proper bawa luarkota,negatif
muldoko sangat penting takut rugi jd ketua asosiasi,negatif
cuma alih isu bbm,negatif
tinggal konvensional dikenain pajak lebih kurang pajak se simple loh,negatif
naik kendara tiap tahun naik persen   imbas subsidi bbm makin besar subsidi kendara tekan alih subsidi bbm   nama oposisi jadi komoditas jatuh lawan,negatif
sulawesi blum terima kendara beberapa blum sedia tempat isi daya semua spbu sulawesi biasa jalan jauh hari makassar manado biasa laku jalan hari malam klaw rata isi bbm menit spbu mas lebih cepat isi bbm hitung menit ful tangki tunggu isi baterai ber jam waktu buang percuma tunggu isi baterai tutup mungkin jalan lebih lama tempat tuju,negatif
kendara ingin masyarakat indonesia harga bawah jt bahkan bawah jt jarak tempuh minimal km muat banyak tumpang minimal tumpang bagasi lega kuat nanjak,negatif
coba pikir positif udara  sekarang  penuh racun polusi  sekarang  sama sadar bahaya bencana sakit paru,negatif
subsidi solar panel perlu lo ntar liatrik   chargenya pake batu bara,positif
batrai sendiri sedang rusak mgambil partai  orang ,negatif
mungkin dimodif mio mber,negatif
tambang nikel   harga  tetap  mahal ,positif
  kasih isentif   msh harga avanza cba   harga lcgc bawah laku,positif
harga mahal harga mahal daya rata rumah indonesia kecil charge susah lama butuh jam an,negatif
tempat ngecas   msih susah apalgi daerah,negatif
target emisi nol negara tahun,negatif
minyak goreng     bayar vendor waskita   bnyak     bayar mau ngelawak apa  gimana ,negatif
  btuh waktu semua,negatif
elon musk lawan wong raja bisnis global,netral
jngan jual bensin masyarakat lngsung pindah     pnya duit bain utang kredit,negatif
terlalu murah orang kaya mau harga triliun njing,positif
orang tani pajero fortuner masak kurang meciing,negatif
terlalu mahal   pakai kota,negatif
banyakin sepeda subsidi harga juta kasih subsidi juta masyarakat bayar juta sama   harga hp banyak beli motor bensin jarang si pakai,positif
terlalu mahal unit lucu kuno,negatif
benar masalah pakai dlm kota hemat luar biasa orang indonesia suka uda beli jual mikirnya susah   jual harga jual gmana masalah brand jepang dichina brand jepang uda mulai turun pamor harga jual beli uda obral   diindo orng percaya jepang drpd china padahal tecknologi ev   china uda mantap mudah masalah diindo dichina semua pakai ev udara bersih hemat kantong biaya ngecas murah biaya servis murah sekali contoh pakai dichina   ev kilo kena biaya cas rmb rp bensin kilo biaya isi minyak rp biaya servis ev kilo rp besin kena biaya rp   sedan kecil enak sekali pakai suara senyap rasa mewah,negatif
batre rusak auto mangkrak,negatif
buat atur sama jual orang sama tarik,positif
  pasang buat ngecas pom pom bensin mana,positif
isi batre butuh durasi lama harga batre   ganti mahal harga jg   rada keren mahal   maksa gt malah nyekik  orang ,negatif
gimana mo laku harga mahal   tempat charge susah,negatif
buat cina marak sih kualitas material payah,positif
buat rakit   banyak mau beli,positif
mau beli tarif udh naikin dulu trus   lowbat apa tiap daerah udh buat charger,positif
perhati nasib tani,netral
tahun jual ev naik karna rasa penasaran orang     ktika customer experience mulai lihat pasca mudik lebaran susah pakai pulang kampung langsung anjlok tambah brand awarenes jual j ada top of mind saran baik dulu infrastruktur pelosok kampung baru bicara restitusi lalu paksa atpm jepang   brand awarenessnya super tinggi lebih depan ev   semangat jual kendara brand sendiri malah macam moeldoko keponakan opung luhut ketua kadin hingga wika orang indonesia gantung brand strategy customer experience bos bodo mau kasih harga berapa lihat j brand jepang soal fitur kalah banyak harga jauh lebih mahal angka jual selalu paling tinggi,positif
tenang semua butuh proses alih ev waktu mungkin butuh waktu tahun budaya manusia mmg alih ev harga ev mulai jangkau tekhnologi ev   matang,negatif
baik kualitas baterai isi service suku cadang pulau jawa garansi baterai kurang   th uji tes jalan gunung banyak mekanik,negatif
kendara sekarang sedia mobilitas kota   fasilitas isi blm rata trus banyak lemah banding kendara petrol,negatif
lama bensin sedia warga konoha gal bakal mau alih coba bensin mahal hilang pasar langsung alih motor,positif
fasilitas tak rata mau gimana subsidi banyak   minat swap charging station   langka bikin ragu subsidi   fasilitator milik spbu supemarket hotel dk   mau pasang swap charging station kontra subsidi    orang  mampu jg kurang ragu warga   mau beli,netral
nunggu kabel charger type c,positif
susah ngisi ulang ces batre,negatif
maaf bos ku mau nanya nih lewat jalan   banjir sampe tenggelam paruh apa konslet maaf orang kebun   tau bos,negatif
insentif apa   kasih produsen cuma pajek ntar revisi abis laris manis,negatif
gmana mw laku    orang  indonesia punya budaya parkir jalan walaupun drmh parkir pribadi,positif
perintah ngelawak rakyat irit bbm   alih bayar   mahal podo bae duit balik negara,negatif
  pakai jalan jauh,negatif
susah   aki tekor pelosok beda sama bbm   pelosok mudah dapat,negatif
motor uji bandel motor bbm,negatif
batre hp ledak apa batre china motor ledak tutup mungkin ngeri enak motor beat aman cicil murah irit,negatif
sendiri usaha,negatif
mahal susah   mw mudik pelosok,negatif
mungkin tahun baru laku v,negatif
stil mahal warga   kurang uang,negatif
naik pajak bbm,negatif
 sila  subsidi bbm kembali adil subsidi orang kaya sedangakan bbm kaya miskin,negatif
banyak anggar subsidi   kurang jelas pertanggungjawaban tambah proyek subsidi masalah aman anggar subsidi pertanggungjawaban,netral
si sri pihak rakyat memikirian asn kapan infonesia bubar,negatif
pegawai perintah untuk pakai produk abc dongkrak pasar kurang bbm besar harap perintah slm sejahtera hormat dasiman slm asalammualaikum,positif
motor   dulu deh,netral
kendaran jangan subsidi trs bos ku jalan muat mau lebar pulau penuh aspal,positif
republik indonesia negara polusi udara nomor dunia,negatif
  punya uang senyam senyum ganti nambah subsidi   miskin makin singkir ganti kendara alas polusi dl udara bersih bikin mahal mungkin harga kendara utama trapotasi umum tenaga dg tiket murah semua rakyat rasa uang subsidi buat   lebih utama banding buang bantu beli utama butuh masarakat umum mudah seluruh rakyat sejatera luar negri tahu butuh masya rakat umum   utama beres baru tahap lai turut kasih subsidi alat alat tani mubil angkut inti   mudah masarakat kecil utama utama tani   kendara sifat pribadi mending angkut umum,negatif
gimana gimana terima subsidi va kuat ngecharge motor,positif
bukan teman   data   mungkin banyak orang kaya nyamar muskin perintah  ,negatif
pinter banget perintah kirain cuma cuma nyata mancing pabrik mol indonesia,positif
keren banget pantun tim kreatif podcast bawa narasi beri insentif gelas kopi ,negatif
moga babgsa depan jadi bangsa   lapar tani tak pernah urus,negatif
smga makin maju n thank you info bunda cntik n smga brkah amin,positif
paling bocor tu dana negara banyakin balon balon ganti kempesin   rata ukur     tau,negatif
aneh kendara   punya orang mampu  kok  subsidi lihat perintah pihak orang mampu usaha,negatif
lebih pilih kendara bahan bakar fosil,negatif
motor batrai nyewa mungkin berat hitung lebih boros motor bensin banyak motor   jarang jalan,negatif
padahal beli sayang s jamin bank padahal perlu dana buat kembang usaha,positif
pegawai negeri karyawan swasta cepat alih kendara ganti baterai pasti mampu baik cicil maupun kontan gantung dapat masing,positif
ironi subsidi perintah barang   beli harga subsidi   beri alas barang susah harga upping   mau,positif
saran   subsidi   brand bagus dong kymco xiaomi honda kwalitas bagus,negatif
palembang rak bos,positif
subsidi   kurang tepat  ,negatif
charging station dimsna,netral
jaman jokowi banyak atur program tambah susah cari makan boro motor lis,negatif
 ingat  kompor,negatif
mending subsidi sembako rakyat miskin kenyang,negatif
   dengar  jujur   aneh sih wong bangkit jawa bal pluit   pake batu bara,positif
wacana tuju orang   milik uang lebih   beli buat subsidi gt mending uang buat sumbang rakyat     mampu bnyak rakyat   hidup kurang buat makan   susah boro beli,negatif
moga depan program konversi bbm dg harga jangkau sangat sayang salah satu jenis tua   koleksi sekarang,negatif
biarpun subsidi   kebel semua punya kendara sendiri makin macet jalan jasa angkut   naik   hasil cuma cukup butuh hari hari,negatif
   benar  harus perintah mndukung kndaraan umum subsidi bus krl dl jangkau masyarakat bukan malah disuru beli motor baru tambah macet atuh,negatif
  perlu subsidi ngapain   mau punya subsidi   beli udh atas rata   perlu subsidi,positif
